name,gender,slug,quotes_vec,tweet,tweet_link,people_mentioned,date
Megyn Kelly,woman,megyn-kelly,the most overrated anchor,".@megynkelly, the most overrated anchor at @FoxNews, worked hard to explain away the new Monmouth poll 41 to 14 or 27 pt lead. She said 15!",https://twitter.com/realDonaldTrump/status/676786396036661248,1,2015-12-15T15:30:25+0000
Megyn Kelly,woman,megyn-kelly,very bad at math,.@megynkelly is very bad at math. She was totally unable to figure out the difference between me and Cruz in the new Monmouth Poll 41to14.,https://twitter.com/realDonaldTrump/status/676787403579756544,1,2015-12-15T15:34:25+0000
Megyn Kelly,woman,megyn-kelly,bad!,I wonder if @megynkelly and her flunkies have written their scripts yet about my debate performance tonight. No matter how well I do - bad!,https://twitter.com/realDonaldTrump/status/676789004356816896,1,2015-12-15T15:40:47+0000
Megyn Kelly,woman,megyn-kelly,dopey,"I won every debate so far according to all debate polls including @DRUDGE_REPORT, @TIME @Slate and more. Too bad dopey @megynkelly lies!",https://twitter.com/realDonaldTrump/status/676814742313242624,1,2015-12-15T17:23:03+0000
Megyn Kelly,woman,megyn-kelly,lies,"I won every debate so far according to all debate polls including @DRUDGE_REPORT, @TIME @Slate and more. Too bad dopey @megynkelly lies!",https://twitter.com/realDonaldTrump/status/676814742313242624,1,2015-12-15T17:23:03+0000
Megyn Kelly,woman,megyn-kelly,so average in every way,".@megynkelly recently said that she can’t be wooed by Trump. She is so average in every way, who the hell wants to woo her!",https://twitter.com/realDonaldTrump/status/686643969657319426,1,2016-01-11T20:20:54+0000
Megyn Kelly,woman,megyn-kelly,lightweight reporter,"I refuse to call Megyn Kelly a bimbo, because that would not be politically correct. Instead I will only call her a lightweight reporter!",https://twitter.com/realDonaldTrump/status/692312112115380224,1,2016-01-27T11:44:00
Megyn Kelly,woman,megyn-kelly,"I refuse to call Megyn Kelly a bimbo, because that would not be politically correct","I refuse to call Megyn Kelly a bimbo, because that would not be politically correct. Instead I will only call her a lightweight reporter!",https://twitter.com/realDonaldTrump/status/692312112115380224,1,2016-01-27T11:44:00
Megyn Kelly,woman,megyn-kelly,Without me her ratings would tank,"Why does @megynkelly devote so much time on her shows to me, almost always negative? Without me her ratings would tank. Get a life Megyn!",https://twitter.com/realDonaldTrump/status/699805136038846464,1,2016-02-17T03:58:40+0000
Megyn Kelly,woman,megyn-kelly,Get a life Megyn!,"Why does @megynkelly devote so much time on her shows to me, almost always negative? Without me her ratings would tank. Get a life Megyn!",https://twitter.com/realDonaldTrump/status/699805136038846464,1,2016-02-17T03:58:40+0000
Megyn Kelly,woman,megyn-kelly,Can't watch Crazy Megyn anymore,"Can't watch Crazy Megyn anymore. Talks about me at 43% but never mentions that there are four people in race. With two people, big &amp; over!",https://twitter.com/realDonaldTrump/status/709893207845376004,1,2016-03-16T00:05:04+0000
Megyn Kelly,woman,megyn-kelly,Crazy,Crazy @megynkelly supposedly had lyin' Ted Cruz on her show last night. Ted is desperate and his lying is getting worse. Ted can't win!,https://twitter.com/realDonaldTrump/status/710409594204524544,1,2016-03-17T10:17:00+0000
Megyn Kelly,woman,megyn-kelly,Crazy,Crazy @megynkelly is now complaining that @oreillyfactor did not defend her against me - yet her bad show is a total hit piece on me.Tough!,https://twitter.com/realDonaldTrump/status/710440524524691456,1,2016-03-17T12:19:55+0000
Megyn Kelly,woman,megyn-kelly,her bad show is a total hit piece on me,Crazy @megynkelly is now complaining that @oreillyfactor did not defend her against me - yet her bad show is a total hit piece on me.Tough!,https://twitter.com/realDonaldTrump/status/710440524524691456,1,2016-03-17T12:19:55+0000
Megyn Kelly,woman,megyn-kelly,Highly overrated,Highly overrated &amp; crazy @megynkelly is always complaining about Trump and yet she devotes her shows to me. Focus on others Megyn!,http://twitter.com/realDonaldTrump/status/710510524031746052,1,2016-03-17T16:58:04
Megyn Kelly,woman,megyn-kelly,crazy,Highly overrated &amp; crazy @megynkelly is always complaining about Trump and yet she devotes her shows to me. Focus on others Megyn!,http://twitter.com/realDonaldTrump/status/710510524031746052,1,2016-03-17T16:58:04
Megyn Kelly,woman,megyn-kelly,is always complaining about Trump and yet she devotes her shows to me,Highly overrated &amp; crazy @megynkelly is always complaining about Trump and yet she devotes her shows to me. Focus on others Megyn!,http://twitter.com/realDonaldTrump/status/710510524031746052,1,2016-03-17T16:58:04
Megyn Kelly,woman,megyn-kelly,Never worth watching,"Everybody should boycott the @megynkelly show. Never worth watching. Always a hit on Trump! She is sick, &amp; the most overrated person on tv.",http://twitter.com/realDonaldTrump/status/710947686879531008,1,2016-03-18T21:55:11
Megyn Kelly,woman,megyn-kelly,sick,"Everybody should boycott the @megynkelly show. Never worth watching. Always a hit on Trump! She is sick, &amp; the most overrated person on tv.",http://twitter.com/realDonaldTrump/status/710947686879531008,1,2016-03-18T21:55:11
Megyn Kelly,woman,megyn-kelly,the most overrated person on tv,"Everybody should boycott the @megynkelly show. Never worth watching. Always a hit on Trump! She is sick, &amp; the most overrated person on tv.",http://twitter.com/realDonaldTrump/status/710947686879531008,1,2016-03-18T21:55:11
Megyn Kelly,woman,megyn-kelly,crazy,Crazy @megynkelly says I don't (won't) go on her show and she still gets good ratings. But almost all of her shows are negative hits on me!,https://twitter.com/realDonaldTrump/status/711209246419845120,1,2016-03-19T15:14:32+0000
Megyn Kelly,woman,megyn-kelly,so average in so many ways!,"If crazy @megynkelly didn't cover me so much on her terrible show, her ratings would totally tank. She is so average in so many ways!",https://twitter.com/realDonaldTrump/status/711209847702749184,1,2016-03-19T15:16:55+0000
Megyn Kelly,woman,megyn-kelly,highly overrated,"So the highly overrated anchor, @megynkelly, is allowed to constantly say bad things about me on her show, but I can't fight back? Wrong!",https://twitter.com/realDonaldTrump/status/711631122036293632,1,2016-03-20T19:10:55+0000
Megyn Kelly,woman,megyn-kelly,BAD,Is it possible for @megynkelly to cover anyone but Donald Trump on her terrible show. She totally misrepresents my words and positions! BAD.,https://twitter.com/realDonaldTrump/status/716078699175682053,1,2016-04-02T01:44:00+0000
Megyn Kelly,woman,megyn-kelly,You have no idea what my strategy on ISIS is,"You have no idea what my strategy on ISIS is, and neither does ISIS (a good thing). Please get your facts straight - thanks. @megynkelly",https://twitter.com/realDonaldTrump/status/758117640200187905,1,2016-07-27T01:51:45+0000
Megyn Kelly,woman,megyn-kelly,get your facts straight,"You have no idea what my strategy on ISIS is, and neither does ISIS (a good thing). Please get your facts straight - thanks. @megynkelly",https://twitter.com/realDonaldTrump/status/758117640200187905,1,2016-07-27T01:51:45+0000
Dan Henninger,man,dan-henninger,lies,"Should not raise taxes in Wisconsin, but massive budget deficit. Education, roads, etc suffering. @DanHenninger lies. @WSJ",https://twitter.com/realDonaldTrump/status/627110603384037376,1,2015-07-31T13:36:33+0000
Carl Cameron,man,carl-cameron,consistently fumbles & misrepresents poll results,Carl Cameron @FoxNews is the only reporter I know who consistently fumbles &amp; misrepresents poll results. He has been so wrong &amp; he hates it!,https://twitter.com/realDonaldTrump/status/626838824363106304,1,2015-07-30T19:36:36+0000
Carl Cameron,man,carl-cameron,has been so wrong & he hates it!,Carl Cameron @FoxNews is the only reporter I know who consistently fumbles &amp; misrepresents poll results. He has been so wrong &amp; he hates it!,https://twitter.com/realDonaldTrump/status/626838824363106304,1,2015-07-30T19:36:36+0000
Harry Hurt III,man,harry-hurt,dummy dope,"How can a dummy dope like Harry Hurt, who wrote a failed book about me but doesn’t know me or anything about me, be on TV discussing Trump?",https://twitter.com/realDonaldTrump/status/626508731073867776,1,2015-07-29T21:44:56+0000
Harry Hurt III,man,harry-hurt,wrote a failed book,"How can a dummy dope like Harry Hurt, who wrote a failed book about me but doesn’t know me or anything about me, be on TV discussing Trump?",https://twitter.com/realDonaldTrump/status/626508731073867776,1,2015-07-29T21:44:56+0000
Elizabeth Beck,woman,elizabeth-beck,she wanted to breast pump in front of me at dep.,".@CNN &amp; @CNNPolitics did not say that lawyer Beck lost the case and I got legal fees. Also, she wanted to breast pump in front of me at dep.",https://twitter.com/realDonaldTrump/status/626368678343364609,1,2015-07-29T12:28:24+0000
Elizabeth Beck,woman,elizabeth-beck,easy for me to beat,Lawyer Elizabeth Beck was easy for me to beat. Ask her clients if they are happy with her results against me. Got total win and legal fees.,https://twitter.com/realDonaldTrump/status/626369805432553472,1,2015-07-29T12:32:53+0000
Elizabeth Beck,woman,elizabeth-beck,I loved beating her,".CNN &amp; @CNNPolitics Lawyer Elizabeth Beck did a terrible job against me, she lost (I even got legal fees). I loved beating her,she was easy",https://twitter.com/realDonaldTrump/status/626371654541778944,1,2015-07-29T12:40:14+0000
Elizabeth Beck,woman,elizabeth-beck,did a terrible job against me,".CNN &amp; @CNNPolitics Lawyer Elizabeth Beck did a terrible job against me, she lost (I even got legal fees). I loved beating her,she was easy",https://twitter.com/realDonaldTrump/status/626371654541778944,1,2015-07-29T12:40:14+0000
Elizabeth Beck,woman,elizabeth-beck,knows nothing about me,.@CNN Why is somebody (Beck) I beat so soundly all of a sudden an expert on Donald Trump (all over television). She knows nothing about me.,https://twitter.com/realDonaldTrump/status/626372849301876736,1,2015-07-29T12:44:59+0000
Marty Walsh,man,marty-walsh,wasted a lot of time and money,"Boston's Mayor Walsh wasted a lot of time and money on going for the Olympics, and then he gave up. I don't want him negotiating for me!",https://twitter.com/realDonaldTrump/status/625816370849181696,1,2015-07-27T23:53:44+0000
John Sununu,man,john-sununu,couldn't get elected dog catcher,.@GovernorSununu who couldn't get elected dog catcher in NH forgot to mention my phenomenal biz success rate: 99.2% https://t.co/WsA3Jnjhwa,https://twitter.com/realDonaldTrump/status/625772928416763904,1,2015-07-27T21:01:07+0000
John Sununu,man,john-sununu,forgot to mention my phenomenal biz success rate,.@GovernorSununu who couldn't get elected dog catcher in NH forgot to mention my phenomenal biz success rate: 99.2% https://t.co/WsA3Jnjhwa,https://twitter.com/realDonaldTrump/status/625772928416763904,1,2015-07-27T21:01:07+0000
John Sununu,man,john-sununu,dummy,"Why does @Greta have a fired Bushy like dummy, John Sununu on- spewing false info? I will beat Hillary by a lot, she wants no part of Trump.",https://twitter.com/realDonaldTrump/status/690336644281581568,1,2016-01-22T00:54:16+0000
Steve Rattner,man,steve-rattner,should have gone to prison,".@SteveRattner While I think you should have gone to prison for what you did, I guess Obama saved you. But watch – I will win!",https://twitter.com/realDonaldTrump/status/625740256743161856,1,2015-07-27T18:51:17+0000
Scott Walker,man,scott-walker,not smart,".@ScottWalker despite your coming to my office to give me an award, your very dumb fundraiser hit me very hard--- not smart!",https://twitter.com/realDonaldTrump/status/624987427808124928,1,2015-07-25T16:59:49+0000
Scott Walker,man,scott-walker,your very dumb fundraiser hit me very hard--- not smart!,".@ScottWalker despite your coming to my office to give me an award, your very dumb fundraiser hit me very hard--- not smart!",https://twitter.com/realDonaldTrump/status/624987427808124928,1,2015-07-25T16:59:49+0000
Scott Walker,man,scott-walker,not presidential material,".@ScottWalker is a nice guy, but not presidential material. Wisconsin is in turmoil, borrowing to the hilt, and doing poorly in jobs etc.",https://twitter.com/realDonaldTrump/status/625128359572426752,1,2015-07-26T02:19:49+0000
Scott Walker,man,scott-walker,"massive deficit, bad jobs forecast, a mess.","When people find out how bad a job Scott Walker has done in WI, they won’t be voting for him. Massive deficit, bad jobs forecast, a mess.",https://twitter.com/realDonaldTrump/status/625727665903898624,1,2015-07-27T18:01:15+0000
Dana Perino,woman,dana-perino,just not getting there,"You’re just not getting there @DanaPerino. Sometimes things just don’t work out, but don’t worry--- no problem!",https://twitter.com/realDonaldTrump/status/624402452863938560,1,2015-07-24T02:15:20+0000
Tim O'Brien,man,tim-o-brien,dumb guy with no clue,What a waste of time being interviewed by @andersoncooper when he puts on really stupid talking heads likeTim O'Brien-dumb guy with no clue!,https://twitter.com/realDonaldTrump/status/624166285363015681,1,2015-07-23T10:36:53+0000
Tim O'Brien,man,tim-o-brien,really stupid talking head,What a waste of time being interviewed by @andersoncooper when he puts on really stupid talking heads likeTim O'Brien-dumb guy with no clue!,https://twitter.com/realDonaldTrump/status/624166285363015681,1,2015-07-23T10:36:53+0000
Frank Luntz,man,frank-luntz,knows nothing about me or my religion,.@FrankLuntz knows nothing about me or my religion. Came to my office looking for work. I had NO interest. I will save the vets!,https://twitter.com/realDonaldTrump/status/624039780653903872,1,2015-07-23T02:14:12+0000
Frank Luntz,man,frank-luntz,came to my office looking for work,.@FrankLuntz knows nothing about me or my religion. Came to my office looking for work. I had NO interest. I will save the vets!,https://twitter.com/realDonaldTrump/status/624039780653903872,1,2015-07-23T02:14:12+0000
Frank Luntz,man,frank-luntz,a low-class slob,.@FrankLuntz is a low class slob who came to my office looking for consulting work and I had zero interest. Now he picks anti-Trump panels!,https://twitter.com/realDonaldTrump/status/629554738766479360,1,2015-08-07T07:28:40+0000
Frank Luntz,man,frank-luntz,where did you find that dumb panel,.@FrankLuntz I won every poll of the debate tonight by massive margins @DRUDGE_REPORT &amp; @TIME so where did you find that dumb panel.,https://twitter.com/realDonaldTrump/status/629556966835265536,1,2015-08-07T07:37:32+0000
Frank Luntz,man,frank-luntz,a clown,".@FrankLuntz, your so-called ""focus groups"" are a total joke. Don't come to my office looking for business again. You are a clown!",https://twitter.com/realDonaldTrump/status/629558921779412992,1,2015-08-07T07:45:18+0000
Frank Luntz,man,frank-luntz,a total clown,.@FrankLuntz is a total clown. Has zero credibility! @FoxNews @megynkelly,https://twitter.com/realDonaldTrump/status/688183605491703812,1,2016-01-16T02:18:52+0000
Mitt Romney,man,mitt-romney,why would anybody listen to @MittRomney?,"Why would anybody listen to @MittRomney? He lost an election that should have easily been won against Obama. By the way,so did John McCain!",https://twitter.com/realDonaldTrump/status/622507858714841088,1,2015-07-18T20:46:53+0000
Mitt Romney,man,mitt-romney,lost an election that should have easily been won,"Why would anybody listen to @MittRomney? He lost an election that should have easily been won against Obama. By the way,so did John McCain!",https://twitter.com/realDonaldTrump/status/622507858714841088,1,2015-07-18T20:46:53+0000
Mitt Romney,man,mitt-romney,he choked!,.@MittRomney is trying to hit back at me because I'm saying that he let the Repub Party down w/ his loss to Obama. Should've won—he choked!,https://twitter.com/realDonaldTrump/status/649664062268264448,1,2015-10-01T19:15:57+0000
Mitt Romney,man,mitt-romney,terrible 'choke' loss to Obama,".@MittRomney can only speak negatively about my presidential chances because I have been openly hard on his terrible ""choke"" loss to Obama!",https://twitter.com/realDonaldTrump/status/655761844011954176,1,2015-10-18T15:06:21+0000
Mitt Romney,man,mitt-romney,blew an election that should have never been lost,.@MittRomney and his campaign manager should not be critical of candidates after they blew an election that should never have been lost!,https://twitter.com/realDonaldTrump/status/655763815976583168,1,2015-10-18T15:14:11+0000
Mitt Romney,man,mitt-romney,I don't need his angry advice,"Does everyone remember @MittRomney and his famous remarks about ""self-deportation"" and ""47%"". He was done. I don't need his angry advice!",https://twitter.com/realDonaldTrump/status/655765326672601089,1,2015-10-18T15:20:12+0000
Mitt Romney,man,mitt-romney,so awkward and goofy,"When Mitt Romney asked me for my endorsement last time around, he was so awkward and goofy that we all should have known he could not win!",https://twitter.com/realDonaldTrump/status/702635699594469377,1,2016-02-24T23:26:19+0000
Mitt Romney,man,mitt-romney,one of the dumbest and worst candidates in the history of Republican politics,"Mitt Romney, who was one of the dumbest and worst candidates in the history of Republican politics, is now pushing me on tax returns. Dope!",https://twitter.com/realDonaldTrump/status/702833969537142788,1,2016-02-25T12:34:11+0000
Mitt Romney,man,mitt-romney,failed,Failed presidential candidate @MittRomney was made to look like a fool by Senator Harry Reid &amp; didn't release his tax returns until 9/21/12.,https://twitter.com/realDonaldTrump/status/703092155577831424,1,2016-02-26T05:40:07+0000
Mitt Romney,man,mitt-romney,"didn't show his tax return until SEPTEMBER 21, 2012, and then only after being humiliated by Harry R","Mitt Romney didn't show his tax return until SEPTEMBER 21, 2012, and then only after being humiliated by Harry R! A bad messenger for estab!",https://twitter.com/realDonaldTrump/status/704000092840325120,1,2016-02-28T17:47:56+0000
Mitt Romney,man,mitt-romney,bad messenger for estab!,"Mitt Romney didn't show his tax return until SEPTEMBER 21, 2012, and then only after being humiliated by Harry R! A bad messenger for estab!",https://twitter.com/realDonaldTrump/status/704000092840325120,1,2016-02-28T17:47:56+0000
Mitt Romney,man,mitt-romney,Failed Presidential Candidate,Failed Presidential Candidate Mitt Romney is having a news conference tomorrow to criticize me. (1/2),https://twitter.com/realDonaldTrump/status/705174362530430976,1,2016-03-02T23:34:04+0000
Mitt Romney,man,mitt-romney,desperate move by the man who should have easily beaten Barrack Obama,Just another desperate move by the man who should have easily beaten Barrack Obama. (2/2),https://twitter.com/realDonaldTrump/status/705174403164860416,1,2016-03-02T23:34:13+0000
Mitt Romney,man,mitt-romney,doesn't know how to win,"I am the only one who can beat Hillary Clinton. I am not a Mitt Romney, who doesn't know how to win. Hillary wants no part of ""Trump""",https://twitter.com/realDonaldTrump/status/705358901349388289,1,2016-03-03T11:47:21+0000
Mitt Romney,man,mitt-romney,Why did Mitt Romney BEG me for my endorsement four years ago?,Why did Mitt Romney BEG me for my endorsement four years ago?,https://twitter.com/realDonaldTrump/status/705362027901009921,1,2016-03-03T11:59:47+0000
Mitt Romney,man,mitt-romney,a disaster candidate who had no guts and choked,".@MittRomney was a disaster candidate who had no guts and choked! Romney is a total joke, and everyone knows it!",https://twitter.com/realDonaldTrump/status/706176828843663360,1,2016-03-05T17:57:30+0000
Mitt Romney,man,mitt-romney,"a total joke, and everyone knows it!",".@MittRomney was a disaster candidate who had no guts and choked! Romney is a total joke, and everyone knows it!",https://twitter.com/realDonaldTrump/status/706176828843663360,1,2016-03-05T17:57:30+0000
Mitt Romney,man,mitt-romney,let us all down in the last presidential race,"Don't reward Mitt Romney, who let us all down in the last presidential race, by voting for Kasich (who voted for NAFTA, open borders etc.).",https://twitter.com/realDonaldTrump/status/709703632292331522,1,2016-03-15T11:31:46+0000
Mitt Romney,man,mitt-romney,Failed presidential candidate,"Failed presidential candidate Mitt Romney, the man who ""choked"" and let us all down, is now endorsing Lyin' Ted Cruz. This is good for me!",http://twitter.com/realDonaldTrump/status/710923287430357001,1,2016-03-18T20:18:14
Mitt Romney,man,mitt-romney,the man who ‘choked’ and let us all down,"Failed presidential candidate Mitt Romney, the man who ""choked"" and let us all down, is now endorsing Lyin' Ted Cruz. This is good for me!",http://twitter.com/realDonaldTrump/status/710923287430357001,1,2016-03-18T20:18:14
Mitt Romney,man,mitt-romney,Failed,"Failed Presidential Candidate Mitt Romney was campaigning with John Kasich &amp; Marco Rubio, and now he is endorsing Ted Cruz. 1/2",http://twitter.com/realDonaldTrump/status/710924053981188096,1,2016-03-18T20:21:17
Mitt Romney,man,mitt-romney,a mixed up man who doesn't have a clue. No wonder he lost!,Mitt Romney is a mixed up man who doesn't have a clue. No wonder he lost!,http://twitter.com/realDonaldTrump/status/710928141112332288,1,2016-03-18T20:37:31
Mitt Romney,man,mitt-romney,choked like a dog,Mitt Romney had his chance to beat a failed president but he choked like a dog. Now he calls me racist-but I am least racist person there is,https://twitter.com/realDonaldTrump/status/741590381503086592,1,2016-06-11T11:18:19+0000
Mitt Romney,man,mitt-romney,Really sad,"Really sad that Republicans would allow themselves to be used in a Clinton ad. Lindsey Graham, Romney, Flake, Sass. SUPREME COURT, REMEMBER!",https://twitter.com/realDonaldTrump/status/774637168769830912,1,2016-09-10T15:54:27+0000
John McCain,man,john-mccain,dummy,.@SenJohnMcCain should be defeated in the primaries. Graduated last in his class at Annapolis--dummy!,https://twitter.com/realDonaldTrump/status/621781334592241665,1,2015-07-16T20:39:56+0000
John McCain,man,john-mccain,graduated last in his class,.@SenJohnMcCain should be defeated in the primaries. Graduated last in his class at Annapolis--dummy!,https://twitter.com/realDonaldTrump/status/621781334592241665,1,2015-07-16T20:39:56+0000
John McCain,man,john-mccain,should be defeated in the primaries,.@SenJohnMcCain should be defeated in the primaries. Graduated last in his class at Annapolis--dummy!,https://twitter.com/realDonaldTrump/status/621781334592241665,1,2015-07-16T20:39:56+0000
John McCain,man,john-mccain,doing a lousy job in taking care of our Vets,"In addition to doing a lousy job in taking care of our Vets, John McCain let us down by losing to Barack Obama in his run for President!",https://twitter.com/realDonaldTrump/status/622465668978491392,1,2015-07-18T17:59:14+0000
John McCain,man,john-mccain,let us down,"In addition to doing a lousy job in taking care of our Vets, John McCain let us down by losing to Barack Obama in his run for President!",https://twitter.com/realDonaldTrump/status/622465668978491392,1,2015-07-18T17:59:14+0000
John McCain,man,john-mccain,has failed miserably,....John McCain has failed miserably to fix the situation and to make it possible for Veterans to successfully manage their lives.,https://twitter.com/realDonaldTrump/status/622469714502094848,1,2015-07-18T18:15:19+0000
John McCain,man,john-mccain,"All he does is go on television is talk, talk, talk","All he does is go on television is talk, talk, talk, but incapable of doing anything.",https://twitter.com/realDonaldTrump/status/622469784278564864,1,2015-07-18T18:15:36+0000
John McCain,man,john-mccain,incapable of doing anything.,"All he does is go on television is talk, talk, talk, but incapable of doing anything.",https://twitter.com/realDonaldTrump/status/622469784278564864,1,2015-07-18T18:15:36+0000
John McCain,man,john-mccain,I am no fan,One of the reasons I am no fan of John McCain is that our Vets are being treated so badly by him and the politicians. I will fix VA quickly.,https://twitter.com/realDonaldTrump/status/622545987219910656,1,2015-07-18T23:18:24+0000
John McCain,man,john-mccain,has done nothing,The Veterans Administration is in shambles and our veterans are suffering greatly. John McCain has done nothing to help them but talk.,https://twitter.com/realDonaldTrump/status/622713036122554368,1,2015-07-19T10:22:11+0000
Penn Jillette,man,penn-jillette,boring guy,"I hear @pennjillette show on Broadway is terrible. Not surprised, boring guy (Penn). Without The Apprentice, show would have died long ago.",https://twitter.com/realDonaldTrump/status/621624949179068416,1,2015-07-16T10:18:31+0000
Penn Jillette,man,penn-jillette,goofball atheist,I loved firing goofball atheist Penn @pennjillette on The Apprentice. He never had a chance. Wrote letter to me begging for forgiveness.,https://twitter.com/realDonaldTrump/status/621668102275731456,1,2015-07-16T13:10:00+0000
Penn Jillette,man,penn-jillette,never had a chance,I loved firing goofball atheist Penn @pennjillette on The Apprentice. He never had a chance. Wrote letter to me begging for forgiveness.,https://twitter.com/realDonaldTrump/status/621668102275731456,1,2015-07-16T13:10:00+0000
Penn Jillette,man,penn-jillette,wrote letter to me begging for forgiveness,I loved firing goofball atheist Penn @pennjillette on The Apprentice. He never had a chance. Wrote letter to me begging for forgiveness.,https://twitter.com/realDonaldTrump/status/621668102275731456,1,2015-07-16T13:10:00+0000
Penn Jillette,man,penn-jillette,worst show in Las Vegas,"The worst show in Las Vegas, in my opinion, is @pennjillette. Hokey garbage. New York show even worse!",https://twitter.com/realDonaldTrump/status/621769901691113472,1,2015-07-16T19:54:31+0000
Penn Jillette,man,penn-jillette,hokey garbage,"The worst show in Las Vegas, in my opinion, is @pennjillette. Hokey garbage. New York show even worse!",https://twitter.com/realDonaldTrump/status/621769901691113472,1,2015-07-16T19:54:31+0000
Penn Jillette,man,penn-jillette,sad,I should release the sad and totally apologetic letter that Penn @pennjillette hand delivered to me. Minds would be changed very fast!,https://twitter.com/realDonaldTrump/status/655770775258009600,1,2015-10-18T15:41:51+0000
Karl Rove,man,karl-rove,clown,Why do people listen to clown @KarlRove on @FoxNews? Spent $430M &amp; lost all races—a Bushy!,https://twitter.com/realDonaldTrump/status/621333806511955968,1,2015-07-15T15:01:37+0000
Karl Rove,man,karl-rove,has no credibility,".@FoxNews should not put @KarlRove on—he has no credibility, a bush plant who called all races wrong.",https://twitter.com/realDonaldTrump/status/621333869422346240,1,2015-07-15T15:01:52+0000
Karl Rove,man,karl-rove,a bush plant who called all races wrong,".@FoxNews should not put @KarlRove on—he has no credibility, a bush plant who called all races wrong.",https://twitter.com/realDonaldTrump/status/621333869422346240,1,2015-07-15T15:01:52+0000
Karl Rove,man,karl-rove,"irrelevant clown, sweats and shakes nervously","Irrelevant clown @KarlRove sweats and shakes nervously on @FoxNews as he talks ""bull"" about me. Has zero cred. Made fool of himself in '12.",https://twitter.com/realDonaldTrump/status/621622877092249601,1,2015-07-16T10:10:17+0000
Karl Rove,man,karl-rove,has zero cred,"Irrelevant clown @KarlRove sweats and shakes nervously on @FoxNews as he talks ""bull"" about me. Has zero cred. Made fool of himself in '12.",https://twitter.com/realDonaldTrump/status/621622877092249601,1,2015-07-16T10:10:17+0000
Karl Rove,man,karl-rove,made fool of himself in '12,"Irrelevant clown @KarlRove sweats and shakes nervously on @FoxNews as he talks ""bull"" about me. Has zero cred. Made fool of himself in '12.",https://twitter.com/realDonaldTrump/status/621622877092249601,1,2015-07-16T10:10:17+0000
Karl Rove,man,karl-rove,a clown with zero credibility,.@FoxNews You shouldn’t have @KarlRove on the air—he’s a clown with zero credibility—a Bushy!,https://twitter.com/realDonaldTrump/status/621696302800371712,1,2015-07-16T15:02:03+0000
Karl Rove,man,karl-rove,wasted $400 million,.@KarlRove wasted $400 million + and didn’t win one race—a total loser. @FoxNews,https://twitter.com/realDonaldTrump/status/621696429749325825,1,2015-07-16T15:02:34+0000
Karl Rove,man,karl-rove,didn't win one race,.@KarlRove wasted $400 million + and didn’t win one race—a total loser. @FoxNews,https://twitter.com/realDonaldTrump/status/621696429749325825,1,2015-07-16T15:02:34+0000
Karl Rove,man,karl-rove,total loser,.@KarlRove wasted $400 million + and didn’t win one race—a total loser. @FoxNews,https://twitter.com/realDonaldTrump/status/621696429749325825,1,2015-07-16T15:02:34+0000
Karl Rove,man,karl-rove,spent $430 million and lost ALL races,Why does @oreillyfactor and @FoxNews always have Karl Rove on. He spent $430 million and lost ALL races. A dope who said Romney won election,https://twitter.com/realDonaldTrump/status/638876473668014080,1,2015-09-02T00:49:55+0000
Karl Rove,man,karl-rove,dope,Why does @oreillyfactor and @FoxNews always have Karl Rove on. He spent $430 million and lost ALL races. A dope who said Romney won election,https://twitter.com/realDonaldTrump/status/638876473668014080,1,2015-09-02T00:49:55+0000
Karl Rove,man,karl-rove,dopey,"Every Poll has me winning BIG.If you listen to dopey Karl Rove, a Trump hater, on @oreillyfactor, you would think I'm doing poorly. @FoxNews",https://twitter.com/realDonaldTrump/status/638887827871244288,1,2015-09-02T01:35:02+0000
Karl Rove,man,karl-rove,easy to beat!,"Thank you @IngrahamAngle for your strength &amp; wonderful words last night on @FoxNews, but @KarlRove is easy to beat!",https://twitter.com/realDonaldTrump/status/641305884463861761,1,2015-09-08T17:43:32+0000
Karl Rove,man,karl-rove,biased dope,.@KarlRove is a biased dope who wrote falsely about me re China and TPP. This moron wasted $430 million on political campaigns and lost 100%,https://twitter.com/realDonaldTrump/status/664820082325893121,1,2015-11-12T15:00:34+0000
Karl Rove,man,karl-rove,moron,.@KarlRove is a biased dope who wrote falsely about me re China and TPP. This moron wasted $430 million on political campaigns and lost 100%,https://twitter.com/realDonaldTrump/status/664820082325893121,1,2015-11-12T15:00:34+0000
Karl Rove,man,karl-rove,total fool,"Total fool @KarlRove is part of the Republican Establishment problem. An all talk, no action dummy! 
  https://t.co/CxLHA87hS1",https://twitter.com/realDonaldTrump/status/664882878296276993,1,2015-11-12T19:10:05+0000
Karl Rove,man,karl-rove,"an all talk, no action dummy!","Total fool @KarlRove is part of the Republican Establishment problem. An all talk, no action dummy! 
  https://t.co/CxLHA87hS1",https://twitter.com/realDonaldTrump/status/664882878296276993,1,2015-11-12T19:10:05+0000
Karl Rove,man,karl-rove,part of the Republican Establishment problem,"Total fool @KarlRove is part of the Republican Establishment problem. An all talk, no action dummy! 
  https://t.co/CxLHA87hS1",https://twitter.com/realDonaldTrump/status/664882878296276993,1,2015-11-12T19:10:05+0000
Karl Rove,man,karl-rove,dope,Republicans must stop listening to dopes like @KarlRove who still insists Mitt Romney won the last election. Think big &amp; think strong!,https://twitter.com/realDonaldTrump/status/666350957807206400,1,2015-11-16T20:23:43+0000
