"insult_slugs","quotes_vec","tweet","tweet_link","people_mentioned","date"
"fox-news","Biased - a total joke!","Even though every poll, Time, Drudge etc., has me winning the debate by a lot, @FoxNews only puts negative people on. Biased - a total joke!","https://twitter.com/realDonaldTrump/status/698853277706784772","1","2016-02-14T12:56:20+0000"
"fox-news","so biased it is disgusting",".@FoxNews is so biased it is disgusting. They do not want Trump to win. All negative!","https://twitter.com/realDonaldTrump/status/699968804311470080","1","2016-02-17T14:49:02+0000"
"fox-news","clown announcers","I am watching two clown announcers on @FoxNews as they try to build up failed presidential candidate #LittleMarco. Fox News is in the bag!","https://twitter.com/realDonaldTrump/status/706179933480099840","1","2016-03-05T18:09:50+0000"
"fox-news","in the bag!","I am watching two clown announcers on @FoxNews as they try to build up failed presidential candidate #LittleMarco. Fox News is in the bag!","https://twitter.com/realDonaldTrump/status/706179933480099840","1","2016-03-05T18:09:50+0000"
"fox-news","totally biased and disgusting reporting","Wow, you are all correct about @FoxNews - totally biased and disgusting reporting.","https://twitter.com/realDonaldTrump/status/708045086135881728","1","2016-03-10T21:41:18+0000"
"fox-news","How many times can the same people ask the same question?","Great news that @FoxNews has cancelled the additional debate. How many times can the same people ask the same question? I beat Cruz debating","https://twitter.com/realDonaldTrump/status/710415602851172352","1","2016-03-17T10:40:53+0000"
"megyn-kelly","really bombed tonight","Wow, @megynkelly really bombed tonight. People are going wild on twitter! Funny to watch.","https://twitter.com/realDonaldTrump/status/629557762427604992","1","2015-08-07T07:40:41+0000"
"megyn-kelly","highly overrated","Do you ever notice that lightweight @megynkelly constantly goes after me but when I hit back it is totally sexist. She is highly overrated!","https://twitter.com/realDonaldTrump/status/646504336940531712","1","2015-09-23T02:00:20+0000"
"megyn-kelly","lightweight","Do you ever notice that lightweight @megynkelly constantly goes after me but when I hit back it is totally sexist. She is highly overrated!","https://twitter.com/realDonaldTrump/status/646504336940531712","1","2015-09-23T02:00:20+0000"
"megyn-kelly","should take another eleven day 'unscheduled' vacation","I think @megynkelly should take another eleven day ""unscheduled"" vacation.","https://twitter.com/realDonaldTrump/status/646506261526265856","1","2015-09-23T02:07:58+0000"
"megyn-kelly","had her two puppets say bad stuff","Every poll, Time, Drudge, Slate and others, said I won both debates - but heard Megyn Kelly had her two puppets say bad stuff. I don't watch","https://twitter.com/realDonaldTrump/status/654844831903170560","1","2015-10-16T02:22:29+0000"
"megyn-kelly","I don't watch","Every poll, Time, Drudge, Slate and others, said I won both debates - but heard Megyn Kelly had her two puppets say bad stuff. I don't watch","https://twitter.com/realDonaldTrump/status/654844831903170560","1","2015-10-16T02:22:29+0000"
"megyn-kelly","don't watch her show","Best thing my supporters can do if you don't like the way @megynkelly and her puppets unfairly treat ""us"" is don't watch her show!","https://twitter.com/realDonaldTrump/status/655878567243468801","1","2015-10-18T22:50:10+0000"
"megyn-kelly","really weird, she's being driven crazy",".@Megynkelly spent a big part of her show talking about other shows spending so much time on me. Really weird, she's being driven crazy!","https://twitter.com/realDonaldTrump/status/674812864834772993","1","2015-12-10T04:48:19+0000"
"megyn-kelly","the most overrated anchor",".@megynkelly, the most overrated anchor at @FoxNews, worked hard to explain away the new Monmouth poll 41 to 14 or 27 pt lead. She said 15!","https://twitter.com/realDonaldTrump/status/676786396036661248","1","2015-12-15T15:30:25+0000"
"megyn-kelly","very bad at math",".@megynkelly is very bad at math. She was totally unable to figure out the difference between me and Cruz in the new Monmouth Poll 41to14.","https://twitter.com/realDonaldTrump/status/676787403579756544","1","2015-12-15T15:34:25+0000"
"megyn-kelly","bad!","I wonder if @megynkelly and her flunkies have written their scripts yet about my debate performance tonight. No matter how well I do - bad!","https://twitter.com/realDonaldTrump/status/676789004356816896","1","2015-12-15T15:40:47+0000"
"megyn-kelly","dopey","I won every debate so far according to all debate polls including @DRUDGE_REPORT, @TIME @Slate and more. Too bad dopey @megynkelly lies!","https://twitter.com/realDonaldTrump/status/676814742313242624","1","2015-12-15T17:23:03+0000"
"megyn-kelly","lies","I won every debate so far according to all debate polls including @DRUDGE_REPORT, @TIME @Slate and more. Too bad dopey @megynkelly lies!","https://twitter.com/realDonaldTrump/status/676814742313242624","1","2015-12-15T17:23:03+0000"
"megyn-kelly","so average in every way",".@megynkelly recently said that she can’t be wooed by Trump. She is so average in every way, who the hell wants to woo her!","https://twitter.com/realDonaldTrump/status/686643969657319426","1","2016-01-11T20:20:54+0000"
"megyn-kelly","lightweight reporter","I refuse to call Megyn Kelly a bimbo, because that would not be politically correct. Instead I will only call her a lightweight reporter!","https://twitter.com/realDonaldTrump/status/692312112115380224","1","2016-01-27T11:44:00"
"megyn-kelly","I refuse to call Megyn Kelly a bimbo, because that would not be politically correct","I refuse to call Megyn Kelly a bimbo, because that would not be politically correct. Instead I will only call her a lightweight reporter!","https://twitter.com/realDonaldTrump/status/692312112115380224","1","2016-01-27T11:44:00"
"megyn-kelly","Without me her ratings would tank","Why does @megynkelly devote so much time on her shows to me, almost always negative? Without me her ratings would tank. Get a life Megyn!","https://twitter.com/realDonaldTrump/status/699805136038846464","1","2016-02-17T03:58:40+0000"
"megyn-kelly","Get a life Megyn!","Why does @megynkelly devote so much time on her shows to me, almost always negative? Without me her ratings would tank. Get a life Megyn!","https://twitter.com/realDonaldTrump/status/699805136038846464","1","2016-02-17T03:58:40+0000"
"megyn-kelly","Can't watch Crazy Megyn anymore","Can't watch Crazy Megyn anymore. Talks about me at 43% but never mentions that there are four people in race. With two people, big &amp; over!","https://twitter.com/realDonaldTrump/status/709893207845376004","1","2016-03-16T00:05:04+0000"
"megyn-kelly","Crazy","Crazy @megynkelly supposedly had lyin' Ted Cruz on her show last night. Ted is desperate and his lying is getting worse. Ted can't win!","https://twitter.com/realDonaldTrump/status/710409594204524544","1","2016-03-17T10:17:00+0000"
"megyn-kelly","Crazy","Crazy @megynkelly is now complaining that @oreillyfactor did not defend her against me - yet her bad show is a total hit piece on me.Tough!","https://twitter.com/realDonaldTrump/status/710440524524691456","1","2016-03-17T12:19:55+0000"
"megyn-kelly","her bad show is a total hit piece on me","Crazy @megynkelly is now complaining that @oreillyfactor did not defend her against me - yet her bad show is a total hit piece on me.Tough!","https://twitter.com/realDonaldTrump/status/710440524524691456","1","2016-03-17T12:19:55+0000"
"megyn-kelly","Highly overrated","Highly overrated &amp; crazy @megynkelly is always complaining about Trump and yet she devotes her shows to me. Focus on others Megyn!","http://twitter.com/realDonaldTrump/status/710510524031746052","1","2016-03-17T16:58:04"
"megyn-kelly","crazy","Highly overrated &amp; crazy @megynkelly is always complaining about Trump and yet she devotes her shows to me. Focus on others Megyn!","http://twitter.com/realDonaldTrump/status/710510524031746052","1","2016-03-17T16:58:04"
"megyn-kelly","is always complaining about Trump and yet she devotes her shows to me","Highly overrated &amp; crazy @megynkelly is always complaining about Trump and yet she devotes her shows to me. Focus on others Megyn!","http://twitter.com/realDonaldTrump/status/710510524031746052","1","2016-03-17T16:58:04"
"megyn-kelly","Never worth watching","Everybody should boycott the @megynkelly show. Never worth watching. Always a hit on Trump! She is sick, &amp; the most overrated person on tv.","http://twitter.com/realDonaldTrump/status/710947686879531008","1","2016-03-18T21:55:11"
"megyn-kelly","sick, & the most overrated person on t","Everybody should boycott the @megynkelly show. Never worth watching. Always a hit on Trump! She is sick, &amp; the most overrated person on tv.","http://twitter.com/realDonaldTrump/status/710947686879531008","1","2016-03-18T21:55:11"
"megyn-kelly","crazy","Crazy @megynkelly says I don't (won't) go on her show and she still gets good ratings. But almost all of her shows are negative hits on me!","https://twitter.com/realDonaldTrump/status/711209246419845120","1","2016-03-19T15:14:32+0000"
"megyn-kelly","so average in so many ways!","If crazy @megynkelly didn't cover me so much on her terrible show, her ratings would totally tank. She is so average in so many ways!","https://twitter.com/realDonaldTrump/status/711209847702749184","1","2016-03-19T15:16:55+0000"
"megyn-kelly","highly overrated","So the highly overrated anchor, @megynkelly, is allowed to constantly say bad things about me on her show, but I can't fight back? Wrong!","https://twitter.com/realDonaldTrump/status/711631122036293632","1","2016-03-20T19:10:55+0000"
"megyn-kelly","BAD","Is it possible for @megynkelly to cover anyone but Donald Trump on her terrible show. She totally misrepresents my words and positions! BAD.","https://twitter.com/realDonaldTrump/status/716078699175682053","1","2016-04-02T01:44:00+0000"
"republican-candidates","beg for money etc. from the Koch Brothers","I wish good luck to all of the Republican candidates that traveled to California to beg for money etc. from the Koch Brothers. Puppets?","https://twitter.com/realDonaldTrump/status/627841345789558788","1","2015-08-02T14:00:16+0000"
"republican-candidates","puppets","I wish good luck to all of the Republican candidates that traveled to California to beg for money etc. from the Koch Brothers. Puppets?","https://twitter.com/realDonaldTrump/status/627841345789558788","1","2015-08-02T14:00:16+0000"
"republican-candidates","bought and paid for by special interests!","Remember, I am the only one who is self-funding my campaign. All of the other candidates are bought and paid for by special interests!","https://twitter.com/realDonaldTrump/status/707239753352093696","1","2016-03-08T16:21:11+0000"
"dan-henninger","lies","Should not raise taxes in Wisconsin, but massive budget deficit. Education, roads, etc suffering. @DanHenninger lies. @WSJ","https://twitter.com/realDonaldTrump/status/627110603384037376","1","2015-07-31T13:36:33+0000"
"carl-cameron","consistently fumbles & misrepresents poll results","Carl Cameron @FoxNews is the only reporter I know who consistently fumbles &amp; misrepresents poll results. He has been so wrong &amp; he hates it!","https://twitter.com/realDonaldTrump/status/626838824363106304","1","2015-07-30T19:36:36+0000"
